age,num_ooids,all_carbonate,carb_no_ooids,all_sediment,sed_no_ooids,all_dolomite,dol_no_ooids
448,22.0,58.0,48.0,134.0,114.0,30.0,25.0
449,27.0,85.0,70.0,182.0,156.0,37.0,29.0
450,21.0,87.0,72.0,169.0,149.0,36.0,28.0
451,23.0,83.0,67.0,162.0,141.0,34.0,25.0
452,22.0,71.0,57.0,138.0,118.0,29.0,22.0
453,23.0,73.0,59.0,142.0,121.0,31.0,24.0
454,26.0,87.0,70.0,165.0,141.0,32.0,25.0
455,24.0,87.0,71.0,165.0,143.0,31.0,23.0
456,30.0,107.0,85.0,229.0,201.0,36.0,26.0
457,26.0,95.0,76.0,185.0,162.0,32.0,25.0
458,23.0,94.0,79.0,182.0,162.0,31.0,25.0
459,19.0,81.0,69.0,161.0,143.0,28.0,24.0
460,15.0,71.0,63.0,138.0,126.0,28.0,25.0
461,17.0,70.0,62.0,139.0,124.0,28.0,25.0
462,15.0,68.0,61.0,133.0,120.0,27.0,24.0
463,15.0,65.0,58.0,129.0,116.0,26.0,23.0
464,15.0,69.0,61.0,135.0,121.0,28.0,24.0
465,15.0,71.0,63.0,137.0,123.0,28.0,23.0
466,13.0,59.0,52.0,119.0,108.0,26.0,21.0
467,13.0,57.0,50.0,116.0,105.0,25.0,20.0
468,15.0,63.0,55.0,126.0,113.0,28.0,23.0
469,15.0,62.0,54.0,123.0,110.0,28.0,23.0
470,23.0,78.0,65.0,150.0,128.0,37.0,28.0
471,24.0,84.0,66.0,153.0,129.0,49.0,37.0
472,24.0,78.0,60.0,143.0,119.0,42.0,30.0
473,25.0,72.0,54.0,137.0,112.0,39.0,27.0
474,25.0,73.0,55.0,138.0,113.0,39.0,27.0
475,28.0,88.0,69.0,162.0,134.0,48.0,35.0
476,26.0,80.0,62.0,147.0,122.0,44.0,32.0
477,30.0,90.0,68.0,159.0,130.0,50.0,35.0
478,31.0,90.0,67.0,157.0,125.0,52.0,36.0
479,37.0,102.0,73.0,176.0,138.0,58.0,41.0
480,29.0,87.0,63.0,151.0,121.0,51.0,38.0
481,29.0,83.0,59.0,146.0,116.0,48.0,35.0
482,28.0,83.0,60.0,150.0,121.0,49.0,36.0
483,34.0,92.0,64.0,165.0,130.0,51.0,36.0
484,33.0,77.0,50.0,142.0,110.0,41.0,26.0
485,51.0,107.0,65.0,185.0,134.0,57.0,32.0
486,40.0,76.0,45.0,131.0,90.0,43.0,23.0
487,45.0,86.0,50.0,146.0,100.0,51.0,27.0
488,40.0,77.0,45.0,131.0,90.0,46.0,24.0
489,40.0,78.0,46.0,133.0,92.0,46.0,24.0
490,43.0,87.0,54.0,148.0,104.0,51.0,29.0
491,40.0,82.0,52.0,143.0,101.0,50.0,29.0
492,42.0,89.0,56.0,161.0,116.0,55.0,31.0
493,44.0,94.0,59.0,183.0,136.0,56.0,34.0
494,40.0,81.0,49.0,165.0,122.0,50.0,29.0
495,47.0,90.0,54.0,186.0,136.0,55.0,32.0
496,51.0,89.0,50.0,186.0,131.0,51.0,27.0
497,56.0,89.0,46.0,193.0,131.0,55.0,28.0
498,48.0,76.0,41.0,161.0,108.0,46.0,24.0
499,52.0,81.0,45.0,173.0,117.0,47.0,24.0
500,48.0,75.0,41.0,151.0,100.0,43.0,22.0
501,56.0,88.0,49.0,182.0,125.0,50.0,26.0
502,61.0,94.0,55.0,183.0,125.0,44.0,26.0
503,50.0,79.0,49.0,168.0,122.0,36.0,23.0
504,45.0,68.0,41.0,146.0,105.0,33.0,20.0
505,46.0,71.0,43.0,152.0,110.0,33.0,19.0
506,45.0,70.0,43.0,150.0,109.0,31.0,18.0
507,44.0,62.0,39.0,143.0,103.0,30.0,18.0
508,50.0,67.0,41.0,151.0,105.0,32.0,18.0
509,38.0,53.0,34.0,136.0,103.0,26.0,16.0
510,31.0,43.0,26.0,113.0,87.0,24.0,15.0
511,33.0,46.0,30.0,126.0,99.0,26.0,17.0
512,29.0,38.0,24.0,106.0,84.0,20.0,13.0
513,32.0,44.0,27.0,116.0,91.0,22.0,14.0
514,29.0,48.0,31.0,126.0,105.0,26.0,17.0
515,28.0,44.0,30.0,131.0,111.0,23.0,14.0
516,20.0,35.0,24.0,103.0,87.0,17.0,10.0
517,20.0,36.0,25.0,108.0,92.0,16.0,9.0
518,17.0,28.0,20.0,94.0,82.0,15.0,9.0
519,17.0,27.0,19.0,92.0,80.0,15.0,9.0
520,17.0,26.0,18.0,94.0,82.0,13.0,7.0
521,17.0,24.0,16.0,91.0,79.0,12.0,6.0
522,17.0,21.0,13.0,88.0,76.0,9.0,3.0
523,19.0,24.0,14.0,92.0,78.0,12.0,4.0
524,19.0,24.0,14.0,92.0,78.0,11.0,4.0
525,19.0,23.0,14.0,92.0,78.0,10.0,4.0
526,19.0,22.0,13.0,91.0,76.0,9.0,3.0
527,19.0,22.0,13.0,93.0,78.0,9.0,3.0
528,19.0,22.0,13.0,91.0,76.0,9.0,3.0
529,17.0,21.0,13.0,89.0,76.0,8.0,3.0
530,17.0,20.0,12.0,87.0,73.0,7.0,2.0
531,17.0,21.0,13.0,91.0,77.0,7.0,2.0
532,15.0,18.0,12.0,90.0,78.0,7.0,2.0
533,14.0,17.0,11.0,87.0,76.0,7.0,2.0
534,12.0,15.0,11.0,86.0,77.0,5.0,2.0
535,12.0,14.0,10.0,82.0,74.0,4.0,1.0
536,11.0,12.0,8.0,82.0,76.0,3.0,0.0
537,11.0,12.0,8.0,82.0,76.0,3.0,0.0
538,11.0,13.0,9.0,88.0,83.0,3.0,0.0
539,11.0,11.0,7.0,67.0,59.0,3.0,0.0
540,11.0,11.0,7.0,67.0,59.0,3.0,0.0
541,11.0,12.0,8.0,69.0,61.0,4.0,1.0
542,11.0,13.0,8.0,69.0,61.0,5.0,1.0
543,13.0,14.0,9.0,74.0,64.0,6.0,2.0
544,14.0,16.0,10.0,75.0,64.0,8.0,3.0
545,14.0,16.0,10.0,75.0,64.0,8.0,3.0
546,15.0,17.0,10.0,77.0,65.0,9.0,3.0
547,15.0,18.0,11.0,74.0,62.0,9.0,3.0
548,16.0,19.0,11.0,77.0,64.0,10.0,3.0
549,17.0,19.0,11.0,78.0,64.0,10.0,3.0
550,17.0,19.0,11.0,83.0,69.0,10.0,3.0
551,17.0,18.0,10.0,78.0,64.0,9.0,2.0
552,17.0,18.0,10.0,77.0,63.0,9.0,2.0
553,17.0,18.0,10.0,81.0,67.0,9.0,2.0
554,17.0,17.0,9.0,81.0,67.0,9.0,2.0
555,17.0,17.0,9.0,80.0,66.0,9.0,2.0
556,17.0,17.0,9.0,81.0,67.0,9.0,2.0
557,17.0,17.0,9.0,81.0,67.0,9.0,2.0
558,18.0,17.0,9.0,88.0,73.0,9.0,2.0
559,17.0,17.0,9.0,86.0,71.0,9.0,2.0
560,17.0,18.0,10.0,87.0,72.0,9.0,2.0
561,18.0,18.0,10.0,88.0,72.0,9.0,2.0
562,18.0,18.0,10.0,92.0,76.0,9.0,2.0
563,18.0,18.0,10.0,89.0,73.0,9.0,2.0
564,18.0,18.0,10.0,89.0,73.0,9.0,2.0
565,18.0,19.0,11.0,89.0,73.0,10.0,3.0
566,18.0,19.0,11.0,89.0,73.0,10.0,3.0
567,18.0,19.0,11.0,93.0,77.0,10.0,3.0
568,18.0,18.0,10.0,92.0,75.0,10.0,3.0
569,18.0,18.0,10.0,91.0,74.0,10.0,3.0
570,18.0,18.0,10.0,91.0,74.0,10.0,3.0
571,17.0,17.0,10.0,90.0,74.0,9.0,3.0
572,17.0,17.0,10.0,91.0,75.0,9.0,3.0
573,16.0,16.0,10.0,90.0,75.0,8.0,3.0
574,16.0,17.0,11.0,93.0,78.0,9.0,4.0
575,16.0,17.0,11.0,92.0,77.0,9.0,4.0
576,16.0,17.0,11.0,92.0,77.0,9.0,4.0
577,16.0,17.0,11.0,96.0,82.0,9.0,4.0
578,15.0,17.0,11.0,93.0,80.0,9.0,4.0
579,15.0,16.0,10.0,92.0,79.0,9.0,4.0
580,15.0,16.0,10.0,91.0,78.0,9.0,4.0
581,15.0,16.0,10.0,91.0,78.0,9.0,4.0
582,16.0,15.0,9.0,89.0,75.0,9.0,4.0
583,15.0,15.0,9.0,87.0,74.0,9.0,4.0
584,13.0,12.0,8.0,84.0,73.0,7.0,4.0
585,13.0,12.0,8.0,80.0,69.0,7.0,4.0
586,13.0,12.0,8.0,80.0,69.0,7.0,4.0
587,11.0,11.0,8.0,73.0,64.0,7.0,4.0
588,11.0,11.0,8.0,74.0,65.0,7.0,4.0
589,10.0,10.0,8.0,73.0,65.0,6.0,4.0
590,10.0,12.0,10.0,77.0,69.0,6.0,4.0
591,10.0,12.0,10.0,78.0,70.0,6.0,4.0
592,10.0,12.0,10.0,72.0,64.0,6.0,4.0
593,10.0,12.0,10.0,72.0,64.0,6.0,4.0
594,11.0,12.0,10.0,74.0,65.0,6.0,4.0
595,11.0,12.0,10.0,74.0,65.0,6.0,4.0
596,13.0,13.0,10.0,79.0,68.0,7.0,4.0
597,13.0,13.0,10.0,76.0,65.0,7.0,4.0
598,13.0,13.0,10.0,75.0,64.0,7.0,4.0
599,12.0,13.0,10.0,75.0,65.0,7.0,4.0
600,12.0,13.0,10.0,75.0,65.0,7.0,4.0
601,12.0,13.0,10.0,76.0,66.0,7.0,4.0
602,12.0,13.0,10.0,72.0,62.0,7.0,4.0
603,12.0,13.0,10.0,72.0,62.0,7.0,4.0
604,12.0,13.0,10.0,72.0,62.0,7.0,4.0
605,12.0,13.0,10.0,72.0,62.0,7.0,4.0
606,12.0,13.0,10.0,72.0,62.0,7.0,4.0
607,12.0,13.0,10.0,73.0,63.0,7.0,4.0
608,12.0,13.0,10.0,73.0,63.0,7.0,4.0
609,12.0,13.0,10.0,69.0,59.0,7.0,4.0
610,12.0,13.0,10.0,70.0,60.0,7.0,4.0
611,11.0,12.0,9.0,67.0,58.0,7.0,4.0
612,11.0,12.0,9.0,67.0,58.0,7.0,4.0
613,11.0,12.0,9.0,67.0,58.0,7.0,4.0
614,11.0,12.0,9.0,67.0,58.0,7.0,4.0
615,11.0,12.0,9.0,67.0,58.0,7.0,4.0
616,11.0,12.0,9.0,65.0,56.0,7.0,4.0
617,11.0,9.0,6.0,58.0,49.0,6.0,3.0
618,11.0,9.0,6.0,56.0,47.0,6.0,3.0
619,11.0,9.0,6.0,56.0,47.0,6.0,3.0
620,11.0,9.0,6.0,56.0,47.0,6.0,3.0
621,11.0,9.0,6.0,56.0,47.0,6.0,3.0
622,11.0,9.0,6.0,55.0,46.0,6.0,3.0
623,11.0,9.0,6.0,53.0,44.0,6.0,3.0
624,11.0,9.0,6.0,53.0,44.0,6.0,3.0
625,12.0,10.0,6.0,55.0,45.0,6.0,3.0
626,12.0,10.0,6.0,53.0,43.0,6.0,3.0
627,12.0,10.0,6.0,53.0,43.0,6.0,3.0
628,12.0,10.0,6.0,53.0,43.0,6.0,3.0
629,12.0,10.0,6.0,53.0,43.0,6.0,3.0
630,12.0,10.0,6.0,53.0,43.0,6.0,3.0
631,13.0,11.0,6.0,54.0,43.0,7.0,3.0
632,13.0,11.0,6.0,54.0,43.0,7.0,3.0
633,13.0,12.0,7.0,55.0,44.0,8.0,4.0
634,13.0,12.0,7.0,55.0,44.0,8.0,4.0
635,14.0,12.0,7.0,56.0,44.0,8.0,4.0
636,12.0,10.0,6.0,50.0,39.0,6.0,3.0
637,12.0,10.0,6.0,50.0,39.0,6.0,3.0
638,12.0,10.0,6.0,50.0,39.0,6.0,3.0
639,12.0,10.0,6.0,50.0,39.0,6.0,3.0
640,13.0,10.0,6.0,50.0,38.0,6.0,3.0
641,13.0,10.0,6.0,50.0,38.0,6.0,3.0
642,13.0,11.0,7.0,51.0,39.0,6.0,3.0
643,13.0,10.0,6.0,49.0,37.0,6.0,3.0
644,13.0,10.0,6.0,49.0,37.0,6.0,3.0
645,13.0,10.0,6.0,49.0,37.0,6.0,3.0
646,13.0,9.0,5.0,48.0,36.0,5.0,2.0
647,13.0,9.0,5.0,48.0,36.0,5.0,2.0
648,13.0,9.0,5.0,47.0,35.0,5.0,2.0
649,13.0,10.0,6.0,51.0,39.0,6.0,3.0
650,13.0,10.0,6.0,51.0,39.0,6.0,3.0
651,13.0,10.0,6.0,51.0,39.0,6.0,3.0
652,13.0,10.0,6.0,53.0,41.0,6.0,3.0
653,13.0,10.0,6.0,53.0,41.0,6.0,3.0
654,13.0,10.0,6.0,55.0,43.0,6.0,3.0
655,13.0,10.0,6.0,55.0,43.0,6.0,3.0
656,13.0,11.0,7.0,58.0,46.0,7.0,4.0
657,12.0,10.0,6.0,56.0,45.0,7.0,4.0
658,12.0,10.0,6.0,56.0,45.0,7.0,4.0
659,12.0,10.0,6.0,56.0,45.0,7.0,4.0
660,12.0,10.0,6.0,56.0,45.0,7.0,4.0
661,12.0,10.0,6.0,56.0,45.0,7.0,4.0
662,12.0,10.0,6.0,56.0,45.0,7.0,4.0
663,12.0,10.0,6.0,57.0,46.0,7.0,4.0
664,12.0,10.0,6.0,56.0,45.0,7.0,4.0
665,12.0,10.0,6.0,56.0,45.0,7.0,4.0
666,12.0,10.0,6.0,56.0,45.0,7.0,4.0
667,11.0,9.0,6.0,55.0,45.0,6.0,4.0
668,12.0,9.0,6.0,56.0,45.0,6.0,4.0
669,12.0,8.0,5.0,55.0,45.0,5.0,3.0
670,12.0,8.0,5.0,55.0,45.0,5.0,3.0
671,12.0,7.0,4.0,53.0,43.0,4.0,2.0
672,12.0,7.0,4.0,53.0,43.0,4.0,2.0
673,12.0,8.0,5.0,55.0,45.0,4.0,2.0
674,11.0,8.0,5.0,53.0,44.0,4.0,2.0
675,11.0,8.0,5.0,53.0,44.0,4.0,2.0
676,11.0,8.0,5.0,53.0,44.0,4.0,2.0
677,11.0,8.0,5.0,55.0,46.0,4.0,2.0
678,11.0,7.0,4.0,54.0,45.0,4.0,2.0
679,10.0,7.0,4.0,52.0,44.0,4.0,2.0
680,10.0,7.0,4.0,52.0,44.0,4.0,2.0
681,10.0,7.0,4.0,52.0,44.0,4.0,2.0
682,10.0,7.0,4.0,52.0,44.0,4.0,2.0
683,10.0,7.0,4.0,52.0,44.0,4.0,2.0
684,10.0,7.0,4.0,52.0,44.0,4.0,2.0
685,10.0,7.0,4.0,52.0,44.0,4.0,2.0
686,10.0,7.0,4.0,53.0,45.0,4.0,2.0
687,10.0,7.0,4.0,50.0,42.0,4.0,2.0
688,10.0,7.0,4.0,50.0,42.0,4.0,2.0
689,8.0,7.0,4.0,48.0,42.0,4.0,2.0
690,8.0,7.0,4.0,48.0,42.0,4.0,2.0
691,8.0,7.0,4.0,47.0,41.0,4.0,2.0
692,8.0,6.0,3.0,46.0,40.0,3.0,1.0
693,8.0,6.0,3.0,46.0,40.0,3.0,1.0
694,8.0,6.0,3.0,46.0,40.0,3.0,1.0
695,8.0,6.0,3.0,46.0,40.0,3.0,1.0
696,8.0,6.0,3.0,43.0,37.0,3.0,1.0
697,8.0,6.0,3.0,43.0,37.0,3.0,1.0
698,9.0,7.0,3.0,44.0,37.0,4.0,1.0
699,9.0,6.0,2.0,41.0,34.0,3.0,0.0
700,9.0,6.0,2.0,41.0,34.0,3.0,0.0
701,8.0,5.0,2.0,38.0,32.0,3.0,0.0
702,8.0,5.0,2.0,39.0,33.0,3.0,0.0
703,8.0,6.0,3.0,40.0,34.0,4.0,1.0
704,8.0,6.0,3.0,39.0,33.0,4.0,1.0
705,8.0,6.0,3.0,37.0,31.0,4.0,1.0
706,8.0,6.0,3.0,36.0,30.0,4.0,1.0
707,8.0,6.0,3.0,36.0,30.0,4.0,1.0
708,8.0,6.0,3.0,36.0,30.0,4.0,1.0
709,8.0,6.0,3.0,36.0,30.0,4.0,1.0
710,8.0,6.0,3.0,35.0,29.0,4.0,1.0
711,8.0,6.0,3.0,35.0,29.0,4.0,1.0
712,8.0,6.0,3.0,32.0,26.0,4.0,1.0
713,8.0,6.0,3.0,31.0,25.0,4.0,1.0
714,8.0,6.0,3.0,30.0,24.0,4.0,1.0
715,8.0,6.0,3.0,30.0,24.0,4.0,1.0
716,8.0,6.0,3.0,30.0,24.0,4.0,1.0
717,8.0,6.0,3.0,30.0,24.0,4.0,1.0
718,8.0,6.0,3.0,30.0,23.0,4.0,1.0
719,8.0,6.0,3.0,30.0,23.0,4.0,1.0
720,9.0,7.0,3.0,31.0,23.0,5.0,1.0
721,6.0,7.0,3.0,23.0,18.0,5.0,1.0
722,6.0,7.0,3.0,22.0,17.0,5.0,1.0
723,6.0,7.0,3.0,22.0,17.0,5.0,1.0
724,6.0,7.0,3.0,22.0,17.0,5.0,1.0
725,7.0,8.0,3.0,23.0,17.0,6.0,1.0
726,7.0,8.0,3.0,23.0,17.0,6.0,1.0
727,7.0,8.0,3.0,23.0,17.0,6.0,1.0
728,7.0,8.0,3.0,23.0,17.0,6.0,1.0
729,7.0,8.0,3.0,23.0,17.0,6.0,1.0
730,7.0,8.0,3.0,23.0,17.0,6.0,1.0
731,7.0,8.0,3.0,24.0,18.0,6.0,1.0
732,6.0,7.0,3.0,22.0,17.0,5.0,1.0
733,6.0,7.0,3.0,22.0,17.0,5.0,1.0
734,6.0,7.0,3.0,22.0,17.0,5.0,1.0
735,6.0,7.0,3.0,22.0,17.0,5.0,1.0
736,6.0,7.0,3.0,23.0,18.0,5.0,1.0
737,6.0,7.0,3.0,22.0,17.0,5.0,1.0
738,6.0,7.0,3.0,22.0,17.0,5.0,1.0
739,6.0,7.0,3.0,22.0,17.0,5.0,1.0
740,6.0,7.0,3.0,23.0,18.0,5.0,1.0
741,6.0,7.0,3.0,23.0,18.0,5.0,1.0
742,6.0,7.0,3.0,24.0,19.0,5.0,1.0
743,6.0,7.0,3.0,23.0,18.0,5.0,1.0
744,6.0,7.0,3.0,23.0,18.0,5.0,1.0
745,6.0,7.0,3.0,23.0,18.0,5.0,1.0
746,6.0,7.0,3.0,24.0,19.0,5.0,1.0
747,6.0,7.0,3.0,24.0,19.0,5.0,1.0
748,6.0,8.0,4.0,26.0,21.0,6.0,2.0
749,6.0,7.0,3.0,24.0,19.0,6.0,2.0
750,6.0,7.0,3.0,24.0,19.0,6.0,2.0
751,6.0,7.0,3.0,24.0,19.0,6.0,2.0
752,6.0,7.0,3.0,24.0,19.0,6.0,2.0
753,6.0,7.0,3.0,25.0,20.0,6.0,2.0
754,6.0,7.0,3.0,24.0,19.0,6.0,2.0
755,6.0,7.0,3.0,24.0,19.0,6.0,2.0
756,6.0,7.0,3.0,24.0,19.0,6.0,2.0
757,6.0,7.0,3.0,24.0,19.0,6.0,2.0
758,6.0,7.0,3.0,24.0,19.0,6.0,2.0
759,6.0,7.0,3.0,25.0,20.0,6.0,2.0
760,6.0,7.0,3.0,25.0,20.0,6.0,2.0
761,6.0,7.0,3.0,25.0,20.0,6.0,2.0
762,6.0,7.0,3.0,25.0,20.0,6.0,2.0
763,6.0,7.0,3.0,25.0,20.0,6.0,2.0
764,6.0,7.0,3.0,25.0,20.0,6.0,2.0
765,6.0,7.0,3.0,24.0,19.0,6.0,2.0
766,7.0,8.0,3.0,26.0,20.0,7.0,2.0
767,7.0,8.0,3.0,27.0,21.0,7.0,2.0
768,7.0,8.0,3.0,27.0,21.0,7.0,2.0
769,7.0,8.0,3.0,27.0,21.0,7.0,2.0
770,7.0,8.0,3.0,27.0,21.0,7.0,2.0
771,7.0,8.0,3.0,27.0,21.0,7.0,2.0
772,7.0,8.0,3.0,27.0,21.0,7.0,2.0
773,7.0,8.0,3.0,27.0,21.0,7.0,2.0
774,7.0,8.0,3.0,27.0,21.0,7.0,2.0
775,7.0,8.0,3.0,27.0,21.0,7.0,2.0
776,7.0,8.0,3.0,27.0,21.0,7.0,2.0
777,7.0,6.0,1.0,25.0,19.0,5.0,0.0
778,7.0,6.0,1.0,25.0,19.0,5.0,0.0
779,7.0,6.0,1.0,25.0,19.0,5.0,0.0
780,7.0,6.0,1.0,25.0,19.0,5.0,0.0
781,7.0,6.0,1.0,25.0,19.0,5.0,0.0
782,7.0,6.0,1.0,25.0,19.0,5.0,0.0
783,7.0,6.0,1.0,25.0,19.0,5.0,0.0
784,7.0,6.0,1.0,25.0,19.0,5.0,0.0
785,7.0,6.0,1.0,25.0,19.0,5.0,0.0
786,7.0,6.0,1.0,25.0,19.0,5.0,0.0
787,7.0,6.0,1.0,25.0,19.0,5.0,0.0
788,7.0,6.0,1.0,25.0,19.0,5.0,0.0
789,7.0,6.0,1.0,25.0,19.0,5.0,0.0
790,7.0,7.0,2.0,26.0,20.0,6.0,1.0
791,6.0,6.0,2.0,23.0,18.0,5.0,1.0
792,6.0,6.0,2.0,23.0,18.0,5.0,1.0
793,6.0,6.0,2.0,23.0,18.0,5.0,1.0
794,7.0,7.0,2.0,24.0,18.0,6.0,1.0
795,7.0,7.0,2.0,24.0,18.0,6.0,1.0
796,7.0,7.0,2.0,24.0,18.0,6.0,1.0
797,7.0,7.0,2.0,24.0,18.0,6.0,1.0
798,7.0,8.0,3.0,26.0,20.0,6.0,1.0
799,7.0,8.0,3.0,23.0,17.0,6.0,1.0
800,7.0,8.0,3.0,23.0,17.0,6.0,1.0
801,7.0,8.0,3.0,23.0,17.0,6.0,1.0
802,7.0,8.0,3.0,23.0,17.0,6.0,1.0
803,7.0,8.0,3.0,23.0,17.0,6.0,1.0
804,7.0,8.0,3.0,23.0,17.0,6.0,1.0
805,7.0,8.0,3.0,23.0,17.0,6.0,1.0
806,7.0,8.0,3.0,23.0,17.0,6.0,1.0
807,7.0,8.0,3.0,23.0,17.0,6.0,1.0
808,7.0,8.0,3.0,23.0,17.0,6.0,1.0
809,7.0,8.0,3.0,23.0,17.0,6.0,1.0
810,7.0,8.0,3.0,23.0,17.0,6.0,1.0
811,7.0,8.0,3.0,23.0,17.0,6.0,1.0
812,7.0,8.0,3.0,22.0,16.0,6.0,1.0
813,8.0,9.0,3.0,23.0,16.0,7.0,1.0
814,8.0,9.0,3.0,23.0,16.0,7.0,1.0
815,8.0,9.0,3.0,23.0,16.0,7.0,1.0
816,8.0,9.0,3.0,23.0,16.0,7.0,1.0
817,8.0,9.0,3.0,23.0,16.0,7.0,1.0
818,8.0,9.0,3.0,23.0,16.0,7.0,1.0
819,8.0,9.0,3.0,23.0,16.0,7.0,1.0
820,8.0,9.0,3.0,23.0,16.0,7.0,1.0
821,8.0,9.0,3.0,23.0,16.0,7.0,1.0
822,8.0,9.0,3.0,23.0,16.0,7.0,1.0
823,8.0,9.0,3.0,23.0,16.0,7.0,1.0
824,8.0,9.0,3.0,23.0,16.0,7.0,1.0
825,8.0,9.0,3.0,23.0,16.0,7.0,1.0
826,8.0,9.0,3.0,23.0,16.0,7.0,1.0
827,8.0,9.0,3.0,23.0,16.0,7.0,1.0
828,8.0,9.0,3.0,23.0,16.0,7.0,1.0
829,8.0,9.0,3.0,23.0,16.0,7.0,1.0
830,8.0,9.0,3.0,23.0,16.0,7.0,1.0
831,8.0,9.0,3.0,23.0,16.0,7.0,1.0
832,8.0,9.0,3.0,23.0,16.0,7.0,1.0
833,8.0,9.0,3.0,23.0,16.0,7.0,1.0
834,8.0,9.0,3.0,23.0,16.0,7.0,1.0
835,8.0,9.0,3.0,23.0,16.0,7.0,1.0
836,8.0,9.0,3.0,23.0,16.0,7.0,1.0
837,8.0,9.0,3.0,23.0,16.0,7.0,1.0
838,8.0,9.0,3.0,23.0,16.0,7.0,1.0
839,8.0,9.0,3.0,23.0,16.0,7.0,1.0
840,8.0,9.0,3.0,23.0,16.0,7.0,1.0
841,8.0,9.0,3.0,23.0,16.0,7.0,1.0
842,8.0,9.0,3.0,23.0,16.0,7.0,1.0
843,8.0,9.0,3.0,23.0,16.0,7.0,1.0
844,8.0,9.0,3.0,23.0,16.0,7.0,1.0
845,8.0,9.0,3.0,23.0,16.0,7.0,1.0
846,8.0,10.0,4.0,25.0,18.0,8.0,2.0
847,8.0,10.0,4.0,25.0,18.0,8.0,2.0
848,8.0,10.0,4.0,25.0,18.0,8.0,2.0
849,8.0,10.0,4.0,25.0,18.0,8.0,2.0
850,8.0,10.0,4.0,25.0,18.0,8.0,2.0
851,8.0,9.0,3.0,20.0,12.0,8.0,2.0
852,8.0,9.0,3.0,20.0,12.0,8.0,2.0
853,7.0,8.0,3.0,19.0,12.0,7.0,2.0
854,7.0,8.0,3.0,19.0,12.0,7.0,2.0
855,7.0,8.0,3.0,19.0,12.0,7.0,2.0
856,7.0,8.0,3.0,19.0,12.0,7.0,2.0
857,7.0,8.0,3.0,19.0,12.0,7.0,2.0
858,7.0,8.0,3.0,19.0,12.0,7.0,2.0
859,7.0,8.0,3.0,19.0,12.0,7.0,2.0
860,7.0,8.0,3.0,19.0,12.0,7.0,2.0
861,7.0,8.0,3.0,19.0,12.0,7.0,2.0
862,6.0,7.0,3.0,18.0,12.0,6.0,2.0
863,6.0,7.0,3.0,18.0,12.0,6.0,2.0
864,6.0,7.0,3.0,18.0,12.0,6.0,2.0
865,6.0,7.0,3.0,18.0,12.0,6.0,2.0
866,5.0,7.0,3.0,16.0,11.0,6.0,2.0
867,5.0,7.0,3.0,16.0,11.0,6.0,2.0
868,5.0,7.0,3.0,16.0,11.0,6.0,2.0
869,6.0,8.0,3.0,17.0,11.0,7.0,2.0
870,6.0,9.0,4.0,18.0,12.0,8.0,3.0
871,6.0,9.0,4.0,18.0,12.0,8.0,3.0
872,6.0,9.0,4.0,18.0,12.0,8.0,3.0
873,6.0,9.0,4.0,18.0,12.0,8.0,3.0
874,6.0,9.0,4.0,18.0,12.0,8.0,3.0
875,6.0,9.0,4.0,18.0,12.0,8.0,3.0
876,6.0,9.0,4.0,18.0,12.0,8.0,3.0
877,6.0,9.0,4.0,18.0,12.0,8.0,3.0
878,6.0,9.0,4.0,18.0,12.0,8.0,3.0
879,6.0,9.0,4.0,18.0,12.0,8.0,3.0
880,6.0,9.0,4.0,18.0,12.0,8.0,3.0
881,6.0,9.0,4.0,17.0,11.0,8.0,3.0
882,6.0,9.0,4.0,17.0,11.0,8.0,3.0
883,6.0,9.0,4.0,17.0,11.0,8.0,3.0
884,6.0,10.0,5.0,18.0,12.0,9.0,4.0
885,6.0,10.0,5.0,17.0,11.0,9.0,4.0
886,6.0,10.0,5.0,17.0,11.0,9.0,4.0
887,6.0,10.0,5.0,17.0,11.0,9.0,4.0
888,6.0,10.0,5.0,17.0,11.0,9.0,4.0
889,6.0,10.0,5.0,16.0,10.0,9.0,4.0
890,6.0,10.0,5.0,16.0,10.0,9.0,4.0
891,6.0,10.0,5.0,16.0,10.0,9.0,4.0
892,6.0,11.0,6.0,17.0,11.0,10.0,5.0
893,6.0,11.0,6.0,17.0,11.0,10.0,5.0
894,6.0,11.0,6.0,17.0,11.0,10.0,5.0
895,6.0,11.0,6.0,17.0,11.0,10.0,5.0
896,6.0,11.0,6.0,17.0,11.0,10.0,5.0
897,6.0,11.0,6.0,17.0,11.0,10.0,5.0
898,6.0,11.0,6.0,17.0,11.0,10.0,5.0
899,5.0,10.0,6.0,16.0,11.0,9.0,5.0
900,5.0,10.0,6.0,16.0,11.0,9.0,5.0
901,6.0,10.0,6.0,17.0,11.0,9.0,5.0
902,6.0,10.0,6.0,17.0,11.0,9.0,5.0
903,6.0,10.0,6.0,17.0,11.0,9.0,5.0
904,6.0,10.0,6.0,17.0,11.0,9.0,5.0
905,6.0,10.0,6.0,17.0,11.0,9.0,5.0
906,6.0,10.0,6.0,18.0,12.0,9.0,5.0
907,6.0,10.0,6.0,18.0,12.0,9.0,5.0
908,6.0,9.0,5.0,17.0,11.0,9.0,5.0
909,6.0,9.0,5.0,17.0,11.0,9.0,5.0
910,6.0,9.0,5.0,17.0,11.0,9.0,5.0
911,6.0,9.0,5.0,17.0,11.0,9.0,5.0
