age,num_ooids,all_carbonate,carb_no_ooids,all_sediment,sed_no_ooids,all_dolomite,dol_no_ooids
1364,4.0,6.0,4.0,14.0,11.0,6.0,4.0
1365,4.0,6.0,4.0,13.0,10.0,6.0,4.0
1366,4.0,6.0,4.0,13.0,10.0,6.0,4.0
1367,4.0,6.0,4.0,13.0,10.0,6.0,4.0
1368,4.0,6.0,4.0,13.0,10.0,6.0,4.0
1369,4.0,6.0,4.0,13.0,10.0,6.0,4.0
1370,4.0,6.0,4.0,13.0,10.0,6.0,4.0
1371,4.0,6.0,4.0,13.0,10.0,6.0,4.0
1372,4.0,6.0,4.0,13.0,10.0,6.0,4.0
1373,4.0,6.0,4.0,13.0,10.0,6.0,4.0
1374,4.0,6.0,4.0,13.0,10.0,6.0,4.0
1375,4.0,6.0,4.0,13.0,10.0,6.0,4.0
1376,4.0,6.0,4.0,13.0,9.0,6.0,4.0
1377,4.0,6.0,4.0,13.0,9.0,6.0,4.0
1378,4.0,6.0,4.0,13.0,9.0,6.0,4.0
1379,4.0,6.0,4.0,13.0,9.0,6.0,4.0
1380,4.0,7.0,5.0,15.0,12.0,7.0,5.0
1381,4.0,7.0,5.0,14.0,11.0,7.0,5.0
1382,4.0,7.0,5.0,14.0,11.0,7.0,5.0
1383,4.0,7.0,5.0,14.0,11.0,7.0,5.0
1384,4.0,7.0,5.0,14.0,11.0,7.0,5.0
1385,4.0,7.0,5.0,15.0,12.0,7.0,5.0
1386,4.0,6.0,4.0,14.0,11.0,6.0,4.0
1387,4.0,6.0,4.0,14.0,11.0,6.0,4.0
1388,4.0,6.0,4.0,14.0,11.0,6.0,4.0
1389,4.0,6.0,4.0,14.0,11.0,6.0,4.0
1390,4.0,6.0,4.0,15.0,12.0,6.0,4.0
1391,4.0,6.0,4.0,15.0,12.0,6.0,4.0
1392,4.0,6.0,4.0,15.0,12.0,6.0,4.0
1393,4.0,6.0,4.0,15.0,12.0,6.0,4.0
1394,4.0,6.0,4.0,15.0,12.0,6.0,4.0
1395,4.0,6.0,4.0,15.0,12.0,6.0,4.0
1396,4.0,6.0,4.0,15.0,12.0,6.0,4.0
1397,4.0,6.0,4.0,15.0,12.0,6.0,4.0
1398,4.0,6.0,4.0,15.0,12.0,6.0,4.0
1399,4.0,6.0,4.0,15.0,12.0,6.0,4.0
1400,4.0,6.0,4.0,16.0,13.0,6.0,4.0
1401,4.0,5.0,3.0,14.0,11.0,5.0,3.0
1402,4.0,5.0,3.0,14.0,11.0,5.0,3.0
1403,4.0,5.0,3.0,14.0,11.0,5.0,3.0
1404,4.0,5.0,3.0,14.0,11.0,5.0,3.0
1405,4.0,5.0,3.0,14.0,11.0,5.0,3.0
1406,4.0,5.0,3.0,14.0,11.0,5.0,3.0
1407,4.0,5.0,3.0,14.0,11.0,5.0,3.0
1408,4.0,4.0,2.0,13.0,10.0,4.0,2.0
1409,4.0,4.0,2.0,14.0,11.0,4.0,2.0
1410,6.0,6.0,2.0,16.0,11.0,6.0,2.0
1411,6.0,6.0,2.0,16.0,11.0,6.0,2.0
1412,6.0,6.0,2.0,17.0,12.0,6.0,2.0
1413,6.0,6.0,2.0,17.0,12.0,6.0,2.0
1414,6.0,6.0,2.0,17.0,12.0,6.0,2.0
1415,6.0,6.0,2.0,17.0,12.0,6.0,2.0
1416,6.0,6.0,2.0,18.0,13.0,6.0,2.0
1417,6.0,6.0,2.0,17.0,12.0,6.0,2.0
1418,6.0,6.0,2.0,17.0,12.0,6.0,2.0
1419,6.0,6.0,2.0,17.0,12.0,6.0,2.0
1420,7.0,7.0,3.0,18.0,12.0,7.0,3.0
1421,7.0,7.0,3.0,17.0,11.0,7.0,3.0
1422,7.0,7.0,3.0,17.0,11.0,7.0,3.0
1423,7.0,7.0,3.0,18.0,12.0,7.0,3.0
1424,7.0,7.0,3.0,18.0,12.0,7.0,3.0
1425,8.0,8.0,3.0,20.0,13.0,8.0,3.0
1426,8.0,8.0,3.0,20.0,13.0,8.0,3.0
1427,8.0,8.0,3.0,20.0,13.0,8.0,3.0
1428,9.0,10.0,4.0,22.0,14.0,10.0,4.0
1429,9.0,10.0,4.0,22.0,14.0,10.0,4.0
1430,9.0,10.0,4.0,21.0,13.0,10.0,4.0
1431,9.0,10.0,4.0,21.0,13.0,10.0,4.0
1432,9.0,10.0,4.0,21.0,13.0,10.0,4.0
1433,9.0,10.0,4.0,21.0,13.0,9.0,4.0
1434,9.0,10.0,4.0,21.0,14.0,9.0,4.0
1435,9.0,10.0,4.0,19.0,12.0,9.0,4.0
1436,10.0,10.0,4.0,20.0,12.0,9.0,4.0
1437,11.0,11.0,4.0,21.0,11.0,10.0,4.0
1438,11.0,11.0,4.0,21.0,11.0,10.0,4.0
1439,10.0,10.0,4.0,20.0,11.0,9.0,4.0
1440,10.0,10.0,4.0,23.0,14.0,9.0,4.0
1441,10.0,8.0,2.0,21.0,11.0,7.0,2.0
1442,10.0,8.0,2.0,21.0,11.0,7.0,2.0
1443,10.0,8.0,2.0,21.0,11.0,7.0,2.0
1444,10.0,8.0,2.0,21.0,11.0,7.0,2.0
1445,10.0,8.0,2.0,21.0,11.0,7.0,2.0
1446,10.0,8.0,2.0,21.0,11.0,7.0,2.0
1447,10.0,8.0,2.0,21.0,11.0,7.0,2.0
1448,10.0,8.0,2.0,21.0,11.0,7.0,2.0
1449,10.0,8.0,2.0,21.0,11.0,7.0,2.0
1450,10.0,8.0,2.0,24.0,14.0,7.0,2.0
1451,8.0,6.0,1.0,19.0,11.0,6.0,1.0
1452,8.0,6.0,1.0,19.0,11.0,6.0,1.0
1453,9.0,6.0,1.0,20.0,11.0,6.0,1.0
1454,9.0,6.0,1.0,20.0,11.0,6.0,1.0
1455,9.0,6.0,1.0,20.0,11.0,6.0,1.0
1456,9.0,6.0,1.0,20.0,11.0,6.0,1.0
1457,9.0,6.0,1.0,20.0,11.0,6.0,1.0
1458,9.0,6.0,1.0,20.0,11.0,6.0,1.0
1459,8.0,5.0,1.0,19.0,11.0,5.0,1.0
1460,8.0,6.0,2.0,21.0,13.0,5.0,1.0
1461,7.0,5.0,2.0,19.0,12.0,4.0,1.0
1462,7.0,5.0,2.0,19.0,12.0,4.0,1.0
1463,7.0,5.0,2.0,19.0,12.0,4.0,1.0
1464,7.0,5.0,2.0,19.0,12.0,4.0,1.0
1465,7.0,5.0,2.0,19.0,12.0,4.0,1.0
1466,7.0,5.0,2.0,19.0,12.0,4.0,1.0
1467,7.0,5.0,2.0,19.0,12.0,4.0,1.0
1468,7.0,5.0,2.0,19.0,12.0,4.0,1.0
1469,7.0,5.0,2.0,19.0,12.0,4.0,1.0
1470,7.0,5.0,2.0,20.0,13.0,4.0,1.0
1471,7.0,5.0,2.0,22.0,15.0,4.0,1.0
1472,7.0,5.0,2.0,21.0,14.0,4.0,1.0
1473,7.0,5.0,2.0,21.0,14.0,4.0,1.0
1474,7.0,5.0,2.0,21.0,14.0,4.0,1.0
1475,7.0,5.0,2.0,21.0,14.0,4.0,1.0
1476,7.0,5.0,2.0,21.0,14.0,4.0,1.0
1477,7.0,5.0,2.0,21.0,14.0,4.0,1.0
1478,7.0,5.0,2.0,21.0,14.0,4.0,1.0
1479,7.0,5.0,2.0,21.0,14.0,4.0,1.0
1480,8.0,6.0,2.0,23.0,16.0,5.0,1.0
1481,8.0,6.0,2.0,23.0,16.0,5.0,1.0
1482,8.0,6.0,2.0,23.0,16.0,5.0,1.0
1483,8.0,6.0,2.0,23.0,16.0,5.0,1.0
1484,8.0,6.0,2.0,23.0,16.0,5.0,1.0
1485,8.0,6.0,2.0,22.0,15.0,5.0,1.0
1486,8.0,6.0,2.0,22.0,15.0,5.0,1.0
1487,8.0,6.0,2.0,22.0,15.0,5.0,1.0
1488,8.0,5.0,1.0,21.0,14.0,4.0,0.0
1489,8.0,5.0,1.0,21.0,14.0,4.0,0.0
1490,8.0,6.0,2.0,23.0,16.0,5.0,1.0
1491,8.0,6.0,2.0,22.0,15.0,5.0,1.0
1492,8.0,7.0,2.0,23.0,15.0,6.0,1.0
1493,8.0,7.0,2.0,22.0,14.0,6.0,1.0
1494,8.0,7.0,2.0,23.0,15.0,6.0,1.0
1495,8.0,7.0,2.0,22.0,14.0,6.0,1.0
1496,8.0,7.0,2.0,22.0,14.0,6.0,1.0
1497,8.0,7.0,2.0,22.0,14.0,6.0,1.0
1498,8.0,7.0,2.0,22.0,14.0,6.0,1.0
1499,8.0,7.0,2.0,22.0,14.0,6.0,1.0
1500,8.0,7.0,2.0,25.0,17.0,6.0,1.0
1501,7.0,6.0,2.0,24.0,16.0,5.0,1.0
1502,6.0,6.0,2.0,23.0,16.0,5.0,1.0
1503,6.0,6.0,2.0,23.0,16.0,5.0,1.0
1504,6.0,6.0,2.0,23.0,16.0,5.0,1.0
1505,6.0,6.0,2.0,23.0,16.0,5.0,1.0
1506,6.0,6.0,2.0,23.0,16.0,5.0,1.0
1507,6.0,6.0,2.0,23.0,16.0,5.0,1.0
1508,6.0,6.0,2.0,23.0,16.0,5.0,1.0
1509,6.0,6.0,2.0,23.0,16.0,5.0,1.0
1510,6.0,6.0,2.0,23.0,16.0,5.0,1.0
1511,6.0,6.0,2.0,23.0,16.0,5.0,1.0
1512,6.0,6.0,2.0,23.0,16.0,5.0,1.0
1513,5.0,6.0,2.0,22.0,16.0,5.0,1.0
1514,5.0,6.0,2.0,23.0,17.0,5.0,1.0
1515,5.0,5.0,2.0,22.0,17.0,4.0,1.0
1516,5.0,5.0,2.0,22.0,17.0,4.0,1.0
1517,5.0,5.0,2.0,22.0,17.0,4.0,1.0
1518,5.0,5.0,2.0,20.0,15.0,4.0,1.0
1519,5.0,5.0,2.0,20.0,15.0,4.0,1.0
1520,5.0,6.0,3.0,21.0,16.0,5.0,2.0
1521,5.0,6.0,3.0,21.0,16.0,5.0,2.0
1522,5.0,6.0,3.0,21.0,16.0,5.0,2.0
1523,5.0,6.0,3.0,21.0,16.0,5.0,2.0
1524,5.0,6.0,3.0,21.0,16.0,5.0,2.0
1525,5.0,6.0,3.0,21.0,16.0,5.0,2.0
1526,5.0,6.0,3.0,19.0,14.0,5.0,2.0
1527,5.0,6.0,3.0,19.0,14.0,5.0,2.0
1528,5.0,6.0,3.0,19.0,14.0,5.0,2.0
1529,5.0,6.0,3.0,19.0,14.0,5.0,2.0
1530,5.0,6.0,3.0,19.0,14.0,5.0,2.0
1531,5.0,6.0,3.0,19.0,14.0,5.0,2.0
1532,5.0,6.0,3.0,19.0,14.0,5.0,2.0
1533,5.0,6.0,3.0,19.0,14.0,5.0,2.0
1534,5.0,6.0,3.0,19.0,14.0,5.0,2.0
1535,5.0,6.0,3.0,19.0,14.0,5.0,2.0
1536,5.0,5.0,2.0,18.0,13.0,4.0,1.0
1537,5.0,5.0,2.0,18.0,13.0,4.0,1.0
1538,5.0,5.0,2.0,18.0,13.0,4.0,1.0
1539,5.0,5.0,2.0,18.0,13.0,4.0,1.0
1540,5.0,5.0,2.0,18.0,13.0,4.0,1.0
1541,5.0,5.0,2.0,18.0,13.0,4.0,1.0
1542,5.0,5.0,2.0,18.0,13.0,4.0,1.0
1543,5.0,5.0,2.0,18.0,13.0,4.0,1.0
1544,5.0,5.0,2.0,18.0,13.0,4.0,1.0
1545,5.0,5.0,2.0,18.0,13.0,4.0,1.0
1546,5.0,5.0,2.0,16.0,11.0,4.0,1.0
1547,5.0,5.0,2.0,16.0,11.0,4.0,1.0
1548,5.0,5.0,2.0,16.0,11.0,4.0,1.0
1549,5.0,5.0,2.0,16.0,11.0,4.0,1.0
1550,5.0,5.0,2.0,16.0,11.0,4.0,1.0
1551,5.0,5.0,2.0,15.0,10.0,4.0,1.0
1552,5.0,5.0,2.0,15.0,10.0,4.0,1.0
1553,5.0,5.0,2.0,15.0,10.0,4.0,1.0
1554,5.0,5.0,2.0,15.0,10.0,4.0,1.0
1555,5.0,5.0,2.0,15.0,10.0,4.0,1.0
1556,5.0,5.0,2.0,15.0,10.0,4.0,1.0
1557,5.0,5.0,2.0,15.0,10.0,4.0,1.0
1558,5.0,5.0,2.0,14.0,9.0,4.0,1.0
1559,5.0,5.0,2.0,14.0,9.0,4.0,1.0
1560,5.0,5.0,2.0,14.0,9.0,4.0,1.0
1561,5.0,5.0,2.0,13.0,8.0,4.0,1.0
1562,5.0,5.0,2.0,13.0,8.0,4.0,1.0
1563,5.0,5.0,2.0,12.0,7.0,4.0,1.0
1564,5.0,5.0,2.0,12.0,7.0,4.0,1.0
1565,5.0,5.0,2.0,12.0,7.0,4.0,1.0
1566,5.0,5.0,2.0,12.0,7.0,4.0,1.0
1567,5.0,5.0,2.0,12.0,7.0,4.0,1.0
1568,4.0,3.0,1.0,9.0,5.0,3.0,1.0
1569,4.0,3.0,1.0,9.0,5.0,3.0,1.0
1570,4.0,3.0,1.0,9.0,5.0,3.0,1.0
1571,4.0,3.0,1.0,9.0,5.0,3.0,1.0
1572,4.0,3.0,1.0,9.0,5.0,3.0,1.0
1573,4.0,3.0,1.0,9.0,5.0,3.0,1.0
1574,4.0,3.0,1.0,9.0,5.0,3.0,1.0
1575,4.0,3.0,1.0,9.0,5.0,3.0,1.0
1576,4.0,3.0,1.0,9.0,5.0,3.0,1.0
1577,4.0,3.0,1.0,9.0,5.0,3.0,1.0
1578,4.0,3.0,1.0,9.0,5.0,3.0,1.0
1579,4.0,2.0,0.0,8.0,4.0,2.0,0.0
1580,4.0,2.0,0.0,9.0,5.0,2.0,0.0
1581,4.0,2.0,0.0,8.0,4.0,2.0,0.0
1582,4.0,2.0,0.0,8.0,4.0,2.0,0.0
1583,4.0,2.0,0.0,8.0,4.0,2.0,0.0
1584,4.0,2.0,0.0,8.0,4.0,2.0,0.0
1585,4.0,2.0,0.0,8.0,4.0,2.0,0.0
1586,4.0,2.0,0.0,8.0,4.0,2.0,0.0
1587,4.0,2.0,0.0,8.0,4.0,2.0,0.0
1588,4.0,2.0,0.0,8.0,4.0,2.0,0.0
1589,4.0,2.0,0.0,8.0,4.0,2.0,0.0
1590,4.0,2.0,0.0,8.0,4.0,2.0,0.0
1591,4.0,2.0,0.0,8.0,4.0,2.0,0.0
1592,4.0,2.0,0.0,8.0,4.0,2.0,0.0
1593,4.0,2.0,0.0,8.0,4.0,2.0,0.0
1594,4.0,2.0,0.0,8.0,4.0,2.0,0.0
1595,4.0,2.0,0.0,8.0,4.0,2.0,0.0
1596,4.0,2.0,0.0,8.0,4.0,2.0,0.0
1597,4.0,2.0,0.0,8.0,4.0,2.0,0.0
1598,4.0,2.0,0.0,8.0,4.0,2.0,0.0
1599,4.0,2.0,0.0,8.0,4.0,2.0,0.0
1600,4.0,5.0,3.0,13.0,9.0,5.0,3.0
1601,2.0,3.0,3.0,10.0,8.0,3.0,3.0
1602,2.0,3.0,3.0,10.0,8.0,3.0,3.0
1603,2.0,3.0,3.0,10.0,8.0,3.0,3.0
1604,2.0,3.0,3.0,10.0,8.0,3.0,3.0
1605,2.0,3.0,3.0,10.0,8.0,3.0,3.0
1606,2.0,3.0,3.0,10.0,8.0,3.0,3.0
1607,2.0,3.0,3.0,10.0,8.0,3.0,3.0
1608,2.0,3.0,3.0,10.0,8.0,3.0,3.0
1609,2.0,3.0,3.0,10.0,8.0,3.0,3.0
1610,2.0,3.0,3.0,10.0,8.0,3.0,3.0
1611,2.0,3.0,3.0,10.0,8.0,3.0,3.0
1612,2.0,3.0,3.0,10.0,8.0,3.0,3.0
1613,2.0,3.0,3.0,9.0,7.0,3.0,3.0
1614,3.0,4.0,3.0,10.0,7.0,4.0,3.0
1615,3.0,4.0,3.0,10.0,7.0,4.0,3.0
1616,3.0,4.0,3.0,10.0,7.0,4.0,3.0
1617,3.0,4.0,3.0,10.0,7.0,4.0,3.0
1618,3.0,4.0,3.0,10.0,7.0,4.0,3.0
1619,3.0,4.0,3.0,10.0,7.0,4.0,3.0
1620,3.0,4.0,3.0,10.0,7.0,4.0,3.0
1621,3.0,4.0,3.0,10.0,7.0,4.0,3.0
1622,3.0,4.0,3.0,10.0,7.0,4.0,3.0
1623,3.0,4.0,3.0,10.0,7.0,4.0,3.0
1624,3.0,4.0,3.0,10.0,7.0,4.0,3.0
1625,3.0,4.0,3.0,10.0,7.0,4.0,3.0
1626,3.0,4.0,3.0,10.0,7.0,4.0,3.0
1627,4.0,5.0,3.0,11.0,7.0,5.0,3.0
1628,3.0,4.0,3.0,10.0,7.0,4.0,3.0
1629,3.0,4.0,3.0,10.0,7.0,4.0,3.0
1630,3.0,4.0,3.0,11.0,8.0,4.0,3.0
1631,3.0,4.0,3.0,11.0,8.0,4.0,3.0
1632,3.0,4.0,3.0,11.0,8.0,4.0,3.0
1633,3.0,4.0,3.0,11.0,8.0,4.0,3.0
1634,3.0,4.0,3.0,11.0,8.0,4.0,3.0
1635,3.0,4.0,3.0,11.0,8.0,4.0,3.0
1636,3.0,4.0,3.0,12.0,9.0,4.0,3.0
1637,3.0,4.0,3.0,12.0,9.0,4.0,3.0
1638,3.0,4.0,3.0,12.0,9.0,4.0,3.0
1639,3.0,4.0,3.0,12.0,9.0,4.0,3.0
1640,3.0,4.0,3.0,14.0,11.0,4.0,3.0
1641,1.0,3.0,3.0,12.0,11.0,3.0,3.0
1642,1.0,3.0,3.0,12.0,11.0,3.0,3.0
1643,1.0,3.0,3.0,12.0,11.0,3.0,3.0
1644,1.0,3.0,3.0,12.0,11.0,3.0,3.0
1645,1.0,3.0,3.0,12.0,11.0,3.0,3.0
1646,1.0,3.0,3.0,13.0,12.0,3.0,3.0
1647,1.0,3.0,3.0,13.0,12.0,3.0,3.0
1648,1.0,3.0,3.0,13.0,12.0,3.0,3.0
1649,1.0,3.0,3.0,13.0,12.0,3.0,3.0
1650,1.0,3.0,3.0,14.0,13.0,3.0,3.0
1651,1.0,3.0,3.0,14.0,13.0,3.0,3.0
1652,1.0,3.0,3.0,14.0,13.0,3.0,3.0
1653,1.0,3.0,3.0,14.0,13.0,3.0,3.0
1654,1.0,3.0,3.0,13.0,12.0,3.0,3.0
1655,1.0,3.0,3.0,13.0,12.0,3.0,3.0
1656,1.0,3.0,3.0,13.0,12.0,3.0,3.0
1657,1.0,3.0,3.0,13.0,12.0,3.0,3.0
1658,1.0,3.0,3.0,13.0,12.0,3.0,3.0
1659,1.0,3.0,3.0,13.0,12.0,3.0,3.0
1660,1.0,3.0,3.0,13.0,12.0,3.0,3.0
1661,1.0,3.0,3.0,13.0,12.0,3.0,3.0
1662,1.0,3.0,3.0,13.0,12.0,3.0,3.0
1663,1.0,3.0,3.0,13.0,12.0,3.0,3.0
1664,1.0,3.0,3.0,13.0,12.0,3.0,3.0
1665,1.0,3.0,3.0,13.0,12.0,3.0,3.0
1666,1.0,3.0,3.0,13.0,12.0,3.0,3.0
1667,1.0,3.0,3.0,12.0,11.0,3.0,3.0
1668,1.0,3.0,3.0,12.0,11.0,3.0,3.0
1669,1.0,3.0,3.0,12.0,11.0,3.0,3.0
1670,1.0,3.0,3.0,12.0,11.0,3.0,3.0
1671,1.0,3.0,3.0,12.0,11.0,3.0,3.0
1672,1.0,3.0,3.0,12.0,11.0,3.0,3.0
1673,1.0,3.0,3.0,12.0,11.0,3.0,3.0
1674,1.0,3.0,3.0,12.0,11.0,3.0,3.0
1675,1.0,3.0,3.0,12.0,11.0,3.0,3.0
1676,1.0,2.0,2.0,10.0,9.0,2.0,2.0
1677,1.0,2.0,2.0,10.0,9.0,2.0,2.0
1678,1.0,2.0,2.0,12.0,11.0,2.0,2.0
1679,1.0,2.0,2.0,12.0,11.0,2.0,2.0
1680,1.0,2.0,2.0,12.0,11.0,2.0,2.0
1681,1.0,2.0,2.0,11.0,10.0,2.0,2.0
1682,1.0,2.0,2.0,11.0,10.0,2.0,2.0
1683,1.0,2.0,2.0,11.0,10.0,2.0,2.0
1684,1.0,2.0,2.0,11.0,10.0,2.0,2.0
1685,1.0,2.0,2.0,11.0,10.0,2.0,2.0
1686,1.0,2.0,2.0,11.0,10.0,2.0,2.0
1687,1.0,2.0,2.0,11.0,10.0,2.0,2.0
1688,1.0,2.0,2.0,11.0,10.0,2.0,2.0
1689,1.0,2.0,2.0,12.0,11.0,2.0,2.0
1690,3.0,4.0,2.0,17.0,14.0,4.0,2.0
1691,3.0,4.0,2.0,17.0,14.0,4.0,2.0
1692,3.0,4.0,2.0,17.0,14.0,4.0,2.0
1693,3.0,4.0,2.0,17.0,14.0,4.0,2.0
1694,3.0,4.0,2.0,17.0,14.0,4.0,2.0
1695,3.0,4.0,2.0,17.0,14.0,4.0,2.0
1696,3.0,4.0,2.0,17.0,14.0,4.0,2.0
1697,3.0,4.0,2.0,17.0,14.0,4.0,2.0
1698,3.0,4.0,2.0,17.0,14.0,4.0,2.0
1699,3.0,4.0,2.0,17.0,14.0,4.0,2.0
1700,3.0,4.0,2.0,17.0,14.0,4.0,2.0
1701,2.0,3.0,1.0,16.0,14.0,3.0,1.0
1702,2.0,3.0,1.0,16.0,14.0,3.0,1.0
1703,2.0,3.0,1.0,16.0,14.0,3.0,1.0
1704,2.0,3.0,1.0,16.0,14.0,3.0,1.0
1705,2.0,3.0,1.0,16.0,14.0,3.0,1.0
1706,2.0,3.0,1.0,16.0,14.0,3.0,1.0
1707,2.0,3.0,1.0,16.0,14.0,3.0,1.0
1708,2.0,3.0,1.0,16.0,14.0,3.0,1.0
1709,2.0,3.0,1.0,16.0,14.0,3.0,1.0
1710,2.0,3.0,1.0,16.0,14.0,3.0,1.0
1711,2.0,3.0,1.0,16.0,14.0,3.0,1.0
1712,2.0,3.0,1.0,16.0,14.0,3.0,1.0
1713,2.0,3.0,1.0,16.0,14.0,3.0,1.0
1714,2.0,3.0,1.0,16.0,14.0,3.0,1.0
1715,2.0,3.0,1.0,16.0,14.0,3.0,1.0
1716,2.0,3.0,1.0,16.0,14.0,3.0,1.0
1717,2.0,3.0,1.0,16.0,14.0,3.0,1.0
1718,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1719,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1720,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1721,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1722,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1723,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1724,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1725,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1726,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1727,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1728,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1729,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1730,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1731,2.0,3.0,1.0,16.0,14.0,3.0,1.0
1732,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1733,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1734,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1735,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1736,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1737,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1738,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1739,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1740,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1741,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1742,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1743,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1744,2.0,3.0,1.0,16.0,14.0,3.0,1.0
1745,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1746,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1747,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1748,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1749,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1750,2.0,3.0,1.0,18.0,16.0,3.0,1.0
1751,2.0,3.0,1.0,14.0,12.0,3.0,1.0
1752,2.0,3.0,1.0,14.0,12.0,3.0,1.0
1753,2.0,3.0,1.0,15.0,13.0,3.0,1.0
1754,2.0,3.0,1.0,13.0,11.0,3.0,1.0
1755,2.0,3.0,1.0,13.0,11.0,3.0,1.0
1756,2.0,3.0,1.0,13.0,11.0,3.0,1.0
1757,2.0,3.0,1.0,13.0,11.0,3.0,1.0
1758,2.0,3.0,1.0,13.0,11.0,3.0,1.0
1759,2.0,3.0,1.0,13.0,11.0,3.0,1.0
1760,2.0,3.0,1.0,13.0,11.0,3.0,1.0
1761,2.0,3.0,1.0,13.0,11.0,3.0,1.0
1762,2.0,3.0,1.0,13.0,11.0,3.0,1.0
1763,2.0,3.0,1.0,13.0,11.0,3.0,1.0
1764,2.0,3.0,1.0,13.0,11.0,3.0,1.0
1765,2.0,3.0,1.0,13.0,11.0,3.0,1.0
1766,2.0,3.0,1.0,13.0,11.0,3.0,1.0
1767,2.0,3.0,1.0,13.0,11.0,3.0,1.0
1768,2.0,3.0,1.0,13.0,11.0,3.0,1.0
1769,2.0,3.0,1.0,13.0,11.0,3.0,1.0
1770,2.0,3.0,1.0,13.0,11.0,3.0,1.0
1771,2.0,3.0,1.0,13.0,11.0,3.0,1.0
1772,2.0,3.0,1.0,13.0,11.0,3.0,1.0
1773,2.0,3.0,1.0,13.0,11.0,3.0,1.0
1774,2.0,4.0,2.0,14.0,12.0,4.0,2.0
1775,2.0,4.0,2.0,14.0,12.0,4.0,2.0
1776,2.0,4.0,2.0,14.0,12.0,4.0,2.0
1777,2.0,4.0,2.0,14.0,12.0,4.0,2.0
1778,2.0,4.0,2.0,14.0,12.0,4.0,2.0
1779,2.0,4.0,2.0,14.0,12.0,4.0,2.0
1780,2.0,4.0,2.0,18.0,16.0,4.0,2.0
1781,2.0,4.0,2.0,16.0,14.0,4.0,2.0
1782,2.0,4.0,2.0,16.0,14.0,4.0,2.0
1783,2.0,4.0,2.0,16.0,14.0,4.0,2.0
1784,2.0,4.0,2.0,16.0,14.0,4.0,2.0
1785,2.0,4.0,2.0,16.0,14.0,4.0,2.0
1786,2.0,4.0,2.0,16.0,14.0,4.0,2.0
1787,2.0,4.0,2.0,16.0,14.0,4.0,2.0
1788,2.0,4.0,2.0,16.0,14.0,4.0,2.0
1789,2.0,4.0,2.0,16.0,14.0,4.0,2.0
1790,2.0,4.0,2.0,16.0,14.0,4.0,2.0
1791,2.0,4.0,2.0,16.0,14.0,4.0,2.0
1792,2.0,4.0,2.0,16.0,14.0,4.0,2.0
1793,2.0,4.0,2.0,16.0,14.0,4.0,2.0
1794,2.0,4.0,2.0,16.0,14.0,4.0,2.0
1795,2.0,4.0,2.0,16.0,14.0,4.0,2.0
1796,2.0,4.0,2.0,16.0,14.0,4.0,2.0
1797,2.0,4.0,2.0,16.0,14.0,4.0,2.0
1798,2.0,4.0,2.0,17.0,16.0,4.0,2.0
1799,2.0,4.0,2.0,16.0,15.0,4.0,2.0
1800,2.0,4.0,2.0,17.0,16.0,4.0,2.0
1801,2.0,4.0,2.0,17.0,16.0,4.0,2.0
1802,2.0,4.0,2.0,17.0,17.0,4.0,2.0
1803,2.0,3.0,1.0,16.0,15.0,3.0,1.0
1804,2.0,3.0,1.0,16.0,15.0,3.0,1.0
1805,2.0,3.0,1.0,16.0,15.0,3.0,1.0
1806,2.0,3.0,1.0,16.0,15.0,3.0,1.0
1807,2.0,3.0,1.0,16.0,15.0,3.0,1.0
1808,2.0,3.0,1.0,16.0,15.0,3.0,1.0
1809,2.0,3.0,1.0,16.0,15.0,3.0,1.0
1810,2.0,3.0,1.0,16.0,15.0,3.0,1.0
1811,2.0,3.0,1.0,16.0,15.0,3.0,1.0
1812,2.0,3.0,1.0,17.0,16.0,3.0,1.0
