GSL1_xc_min_.xle,211,281,358,5.231317E-01,9.16E-01,7.71E-01
GSL2_xc_min_.xle,225,312,419,6.217949E-01,9.09E-01,7.7E-01
GSL3_xc_min_.xle,198,275,396,7.2E-01,8.89E-01,7.22E-01
GSL4_xc_min_.xle,193,255,334,5.529412E-01,9.11E-01,7.58E-01
GSL5_xc_min_.xle,189,264,355,6.287879E-01,9.03E-01,7.46E-01
GSL6_xc_min_.xle,215,354,646,1.217514E+00,8.63E-01,7.38E-01
GSL7_xc_min_.xle,24,282,48,8.510638E-02,9.01E-01,7.53E-01
GSL8_xc_min_.xle,93,23,37,-2.434783E+00,8.91E-01,7.17E-01
