unit_id,section_id,col_id,project_id,col_area,unit_name,strat_name_id,Mbr,Fm,Gp,SGp,t_age,b_age,max_thick,min_thick,outcrop,pbdb_collections,pbdb_occurrences
6312,1521,203,1,1420.329,"Unnamed",,"","","","",0,0.0117,25,0,"surface",0,0
11694,3161,437,1,15421.678,"Martinsville Fm",1237,"","Martinsville","","",0,0.6538,10,0,"",0,0
13736,3644,462,1,33541.77,"Unnamed",,"","","","",0,0.6538,100,10,"surface",0,0
6741,1686,239,1,4880.371,"Unnamed",,"","","","",0,0.0117,30,0,"surface",0,0
7466,1969,293,1,31115.18,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
7224,1878,275,1,3055.13,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
18760,4888,611,1,12242.685,"Unnamed",,"","","","",0,0.6538,0,0,"",0,0
1890,292,54,1,14957.047,"Unnamed Bolson Deposits",,"","","","",0,0.0117,1500,0,"",0,0
7144,1842,269,1,6919.949,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
6260,1508,198,1,2735.393,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
7386,1947,287,1,22632.693,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
17750,4612,558,1,3055.733,"Unnamed",,"","","","",0,0.0117,130,0,"surface",0,0
38244,9898,1659,1,28002.219,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
4611,898,114,1,4579.002,"Unnamed",,"","","","",0,0.0117,10,0,"surface",0,0
6572,1610,227,1,9886.558,"Unnamed",,"","","","",0,1.7239,0,0,"",0,0
11100,2975,414,1,38226.535,"Unnamed",,"","","","",0,1.9379,0,0,"surface",0,0
22856,6422,818,1,8891.328,"alluvium",,"","","","",0,0.0117,0,0,"",0,0
16610,4299,523,1,20642.252,"Unnamed",,"","","","",0,0.0117,10,0,"surface",0,0
14287,3802,473,1,10016.733,"Unnamed",,"","","","",0,0.4398,0,0,"surface",0,0
4763,983,121,1,10497.429,"Unnamed",,"","","","",0,0.0059,5,0,"both",0,0
4490,847,109,1,36881.723,"Residual Soil",,"","","","",0,0.0117,3,0,"surface",0,0
10107,2566,362,1,4127.648,"Unnamed",,"","","","",0,0.0117,20,1,"",0,0
34518,8627,1493,1,12013.19,"unnamed",,"","","","",0,0.0088,0,0,"",0,0
15057,4005,491,1,56023.535,"Unnamed",,"","","","",0,0.6538,0,0,"surface",0,0
10904,2893,403,1,72316.008,"Surficial Deposits",,"","","","",0,0.0059,0,0,"",0,0
36788,9402,1613,1,40588.414,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
22455,6262,801,1,36852.895,"Unnamed",,"","","","",0,0.0117,83,0,"",0,0
17564,4550,545,1,79274.312,"Undifferentiated",,"","","","",0,0.4398,14,0,"both",0,0
12836,3389,446,1,11712.055,"Unnamed",,"","","","",0,0.4398,52,0,"surface",0,0
9988,2522,353,1,8196.246,"Unnamed",,"","","","",0,0.0117,20,0,"",0,0
14125,3752,469,1,21498.912,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
33821,8308,1462,1,16556.043,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
9474,2375,340,1,21013.658,"Oahe Fm",1446,"","Oahe","","",0,0.0117,10,0,"both",0,0
8808,2228,326,1,16978.594,"Unnamed",,"","","","",0,0.6538,100,0,"surface",0,0
1771,226,49,1,33159.254,"Unnamed",,"","","","",0,0.6538,35,0,"surface",0,0
6550,1601,223,1,10640.189,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
5454,1283,158,1,23283.85,"Unnamed",,"","","","",0,0.0117,30,0,"surface",0,0
4977,1122,134,1,1854.219,"Unnamed",,"","","","",0,0.0117,25,0,"surface",0,0
12912,3410,448,1,11902.06,"Unnamed",,"","","","",0,0.3327,54,0,"surface",0,0
17815,4625,562,1,3189.558,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
2364,409,67,1,25463.725,"Monahans Sand",5591,"","Monahans Sand","","",0,0.0117,30,0,"surface",0,0
9762,2459,345,1,37620.645,"Oahe Fm",1446,"","Oahe","","",0,0.0117,5,0,"both",0,0
5095,1174,142,1,3787.979,"Unnamed",,"","","","",0,0.0117,10,0,"surface",0,0
7099,1815,265,1,10943.201,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
11682,3156,436,1,11759.33,"Martinsville Fm",1237,"","Martinsville","","",0,0.6538,10,0,"both",0,0
18677,4854,605,1,13028.289,"alluvium",,"","","","",0,0.0117,0,0,"",0,0
1806,244,50,1,18314.1,"Unnamed",,"","","","",0,3.345,61,0,"both",0,0
5458,1285,160,1,18948.205,"Unnamed",,"","","","",0,0.0117,30,0,"surface",0,0
7329,1925,283,1,12662.755,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
33762,8274,1459,1,24919.49,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
18849,4936,619,1,5369.613,"Unnamed",,"","","","",0,0.0088,0,0,"",0,0
18700,4865,598,1,4084.18,"Unnamed",,"","","","",0,0.0088,0,0,"",0,0
38545,10021,1674,1,36967.613,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
2976,572,80,1,21693.297,"Unnamed",,"","","","",0,0.0117,5,0,"surface",0,0
7256,1895,277,1,7210.712,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
2151,344,59,1,24602.332,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
7132,1834,268,1,14386.131,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
6699,1668,233,1,6428.512,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
34175,8460,1478,1,19764.262,"unnamed",,"","","","",0,2.58,0,0,"",0,0
33596,8179,1449,1,10554.858,"unnamed",,"","","","",0,0.0088,0,0,"",0,0
19169,5067,640,1,17315.508,"Unnamed",,"","","","",0,0.0088,0,0,"",0,0
5460,1286,161,1,19960.01,"Unnamed",,"","","","",0,0.0117,30,0,"surface",0,0
6418,1554,210,1,13025.524,"Unnamed",,"","","","",0,1.7239,0,0,"",0,0
17293,4430,538,1,36699.453,"Unnamed",,"","","","",0,0.6538,3,0,"both",0,0
18281,4702,580,1,49298.41,"Unnamed",,"","","","",0,0.0088,0,0,"",0,0
4820,1037,125,1,7766.896,"Undifferentiated",,"","","","",0,2.58,12,0,"subsurface",5,144
6853,1739,251,1,469.921,"Unnamed",,"","","","",0,2.58,0,0,"surface",0,0
22604,6296,807,1,14903.505,"Unnamed",,"","","","",0,0.0088,0,0,"",0,0
18622,4831,601,1,9771.407,"alluvium",,"","","","",0,0.0117,0,0,"",0,0
38387,9964,1666,1,6707.421,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
34086,8431,1473,1,18083.461,"unnamed",,"","","","",0,0.6538,0,0,"",0,0
16562,4296,522,1,19560.611,"Unnamed",,"","","","",0,0.0117,10,0,"surface",0,0
758,106,22,1,26764.566,"Unnamed",,"","","","",0,0.0117,18,0,"surface",0,0
13349,3506,452,1,12938.724,"Unnamed",,"","","","",0,0.6538,9,0,"surface",0,0
6504,1581,219,1,1772.334,"Unnamed",,"","","","",0,0.0117,30,0,"surface",0,0
2186,356,61,1,14382.679,"Unnamed",,"","","","",0,0.6538,0,0,"",0,0
4929,1102,131,1,3300.681,"Unnamed",,"","","","",0,0.0117,5,0,"surface",0,0
10084,2556,359,1,3780.818,"Unnamed",,"","","","",0,0.0117,20,1,"",0,0
6433,1557,212,1,13451.437,"Unnamed",,"","","","",0,1.7239,0,0,"",0,0
10029,2533,355,1,15033.151,"Unnamed",,"","","","",0,0.0117,20,1,"",0,0
38264,9906,1660,1,32841.469,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
3513,707,92,1,35932.711,"Unnamed",,"","","","",0,0.0117,10,0,"surface",0,0
13842,3678,463,1,34258.02,"Unnamed",,"","","","",0,2.58,0,0,"surface",0,0
19126,5048,637,1,14905.803,"Unnamed",,"","","","",0,0.0088,0,0,"",0,0
3044,606,82,1,18972.047,"Unnamed",,"","","","",0,0.0117,5,0,"surface",0,0
7060,1793,261,1,18218.941,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
9028,2280,332,1,29450.566,"Unnamed",,"","","","",0,2.835,0,0,"",0,0
6542,1598,222,1,6195.703,"Unnamed",,"","","","",0,0.6538,61,0,"surface",0,0
38122,9849,1654,1,68629.852,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
19040,5020,631,1,37661.125,"Unnamed",,"","","","",0,0.0088,0,0,"",0,0
18838,4932,618,1,5250.546,"alluvium",,"","","","",0,0.0088,0,0,"",0,0
38361,9951,1665,1,10492.648,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
34547,8643,1495,1,14197.224,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
38328,9931,1663,1,16937.229,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
6470,1568,215,1,3535.091,"Unnamed",,"","","","",0,0.0088,0,0,"surface",0,0
17139,4370,532,1,14109.658,"Unnamed",,"","","","",0,0.0117,12,0,"surface",0,0
18335,4717,582,1,23175.086,"Unnamed",,"","","","",0,0.0088,0,0,"",0,0
18668,4848,604,1,11334.961,"alluvium",,"","","","",0,0.0088,0,0,"",0,0
4593,885,113,1,5619.23,"Unnamed",,"","","","",0,0.0117,5,0,"surface",0,0
6372,1538,207,1,7070.763,"Unnamed",,"","","","",0,0.0117,50,0,"surface",0,0
34387,8583,1488,1,8414.364,"unnamed",,"","","","",0,0.0088,0,0,"",0,0
37363,9570,1628,1,89686.234,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
38194,9880,1657,1,30825.119,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
7040,1785,258,1,12126.352,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
12918,3416,449,1,11210.104,"Unnamed",,"","","","",0,0.3327,24,0,"surface",0,0
18594,4812,597,1,8540.853,"Unnamed",,"","","","",0,0.0088,0,0,"",0,0
5452,1282,157,1,46089.656,"Unnamed",,"","","","",0,0.0117,27,0,"",0,0
7163,1852,270,1,5686.533,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
11195,3023,426,1,29990.467,"Unnamed",,"","","","",0,0.6538,0,0,"",0,0
34261,8517,1482,1,12812.175,"unnamed",,"","","","",0,0.0088,0,0,"",0,0
7124,1828,267,1,6480.693,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
4886,1084,129,1,3465.405,"Unnamed",,"","","","",0,0.0117,5,0,"surface",0,0
4222,821,106,1,18981.598,"Unnamed",,"","","","",0,0.0117,10,0,"surface",0,0
16398,4284,520,1,37427.555,"Unnamed",,"","","","",0,0.0117,20,0,"surface",0,0
14797,3932,484,1,18677.342,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
10458,2713,380,1,8555.544,"Vorved Clays",,"","","","",0,0.6538,20,0,"surface",0,0
34416,8590,1489,1,22678.053,"unnamed",,"","","","",0,0.0088,0,0,"",0,0
1086,145,35,1,60048.668,"Unnamed",,"","","","",0,0.0117,5,0,"surface",0,0
4999,1133,136,1,2139.553,"Unnamed",,"","","","",0,0.0117,30,0,"surface",0,0
14724,3910,482,1,6278.147,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
2213,362,62,1,11342.605,"Unnamed",,"","","","",0,0.6538,0,0,"both",0,0
3400,689,89,1,19038.326,"Unnamed",,"","","","",0,0.0117,10,0,"surface",0,0
4743,966,120,1,9074.687,"Unnamed",,"","","","",0,0.0059,5,0,"surface",0,0
6744,1689,242,1,933.691,"Unnamed",,"","","","",0,2.58,0,0,"surface",0,0
11276,3049,427,1,52855.805,"Unnamed",,"","","","",0,0.6538,0,0,"surface",0,0
10165,2586,365,1,26945.623,"Unnamed",,"","","","",0,0.0117,20,1,"",0,0
18780,4901,613,1,10699.791,"alluvium",,"","","","",0,0.0029,0,0,"",0,0
3994,781,101,1,18752.73,"Unnamed",,"","","","",0,0.0117,12,0,"surface",0,0
6726,1676,235,1,3938.43,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
33643,8209,1453,1,23973.918,"Selkirk Fm",9459,"","Selkirk","","",0,1.9379,30,30,"",0,0
5462,1287,162,1,15134.721,"Unnamed",,"","","","",0,0.0117,8,0,"surface",0,0
5119,1180,143,1,18340.184,"Undifferentiated",,"","","","",0,2.58,5,0,"subsurface",3,48
13540,3585,457,1,24743.736,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
6687,1666,232,1,5425.838,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
10013,2525,354,1,7845.964,"Unnamed",,"","","","",0,0.0117,20,1,"",0,0
18229,4673,576,1,143246.766,"Unnamed",,"","","","",0,0.0029,0,0,"",0,0
9232,2330,336,1,28264.65,"Unnamed",,"","","","",0,0.0117,10,0,"surface",0,0
2452,437,69,1,27463.043,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
38562,10027,1675,1,83662.969,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
17942,4639,566,1,740.67,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
10997,2929,407,1,21609.879,"Surface Gravels",,"","","","",0,0.6538,175,0,"",0,0
33740,8256,1457,1,30066.457,"unnamed",,"","","","",0,0.5896,0,0,"",0,0
17426,4493,542,1,21449.438,"Unnamed",,"","","","",0,0.6538,10,0,"both",0,0
4954,1111,132,1,6998.652,"Unnamed",,"","","","",0,0.0117,10,0,"surface",0,0
6492,1577,217,1,3663.499,"Unnamed",,"","","","",0,0.0088,0,0,"surface",0,0
6282,1513,201,1,1941.781,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
14211,3774,472,1,6882.684,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
7239,1887,276,1,5873.527,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
34537,8634,1494,1,13944.851,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
37094,9504,1622,1,12632.451,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
6461,1564,214,1,3893.101,"Unnamed",,"","","","",0,0.0088,0,0,"surface",0,0
7196,1864,273,1,32917.238,"Unnamed",,"","","","",0,1.7239,0,0,"",0,0
18732,4880,609,1,35110.59,"Unnamed",,"","","","",0,0.0088,0,0,"",0,0
37227,9540,1625,1,113663.922,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
17723,4603,556,1,1986.204,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
5456,1284,159,1,21134.215,"Unnamed",,"","","","",0,0.0117,31,0,"surface",0,0
4805,1022,124,1,15681.1,"Undifferentiated",,"","","","",0,2.58,44,0,"subsurface",1,14
22595,6293,804,1,3722.742,"Unnamed",,"","","","",0,0.0088,0,0,"",0,0
18614,4825,600,1,7412.008,"alluvium",,"","","","",0,0.0117,0,0,"",0,0
7273,1906,279,1,5364.372,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
17424,4492,541,1,19483.625,"Unnamed",,"","","","",0,0.4398,0,0,"both",0,0
18805,4914,616,1,33054.289,"alluvium",,"","","","",0,0.0088,0,0,"",0,0
14208,3773,471,1,14877.405,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
7470,6322,294,1,24289.332,"Unnamed",,"","","","",0,0.6538,0,0,"",0,0
33253,7744,1419,1,88914.781,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
19188,5073,641,1,17542.797,"Unnamed",,"","","","",0,0.0088,0,0,"",0,0
18432,4749,587,1,93234.844,"marine clay",,"","","","",0,0.6538,0,0,"",0,0
7396,1951,288,1,24727.209,"Unnamed",,"","","","",0,1.7239,0,0,"",0,0
4839,1056,127,1,15029.457,"Undifferentiated",,"","","","",0,0.6538,15,0,"surface",0,0
34067,8412,1472,1,18034.76,"unnamed",,"","","","",0,0.6538,0,0,"",0,0
10216,2613,368,1,4241.108,"Unnamed",,"","","","",0,0.0117,20,1,"",0,0
36923,9456,1616,1,15528.337,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
6742,1687,240,1,2136.596,"Unnamed",,"","","","",0,0.0117,30,0,"surface",0,0
37285,9548,1626,1,23715.732,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
10056,2546,358,1,6150.452,"Unnamed",,"","","","",0,0.0117,20,1,"",0,0
22465,6265,802,1,43468.73,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
37668,9674,1637,1,63908.941,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
38458,9991,1670,1,33680.551,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
12631,3356,445,1,14356.623,"Unnamed",,"","","","",0,0.4398,42,0,"surface",0,0
18686,4858,606,1,28395.01,"alluvium",,"","","","",0,0.6538,0,0,"",0,0
6350,1530,206,1,3173.62,"Unnamed",,"","","","",0,0.0117,5,0,"surface",0,0
33784,8284,1460,1,55658.094,"unnamed",,"","","","",0,0.0088,0,0,"",0,0
33432,8078,1440,1,15161.35,"unnamed",,"","","","",0,2.58,0,0,"",0,0
16750,4316,525,1,40317.441,"Unnamed alluvium",,"","","","",0,0.0117,20,0,"",0,0
34278,8522,1483,1,18071.973,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
37697,9684,1638,1,9258.513,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
38486,10004,1672,1,25621.615,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
14415,3830,476,1,26556.199,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
8894,2245,329,1,13493.494,"Unnamed",,"","","","",0,2.835,0,0,"",0,0
7107,1819,266,1,7756.419,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
4869,1067,128,1,12473.948,"Undifferentiated",,"","","","",0,2.58,18,0,"subsurface",3,84
14131,3753,470,1,15269.782,"Unnamed alluvium",,"","","","",0,0.0117,0,0,"",0,0
37382,9577,1629,1,38296.391,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
5277,1241,150,1,13834.169,"Unnamed",,"","","","",0,1.7239,0,0,"",0,0
14293,3803,474,1,8202.173,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
34366,8571,1487,1,27004.406,"unnamed",,"","","","",0,0.0088,0,0,"",0,0
17230,4398,536,1,10206.845,"Unnamed",,"","","","",0,0.6538,0,0,"both",0,0
18548,4791,593,1,3915.152,"Unnamed",,"","","","",0,0.0088,0,0,"",0,0
10941,2919,405,1,51479.691,"Unnamed",,"","","","",0,2.58,0,0,"",0,0
5139,1198,144,1,23748.953,"Unnamed",,"","","","",0,0.0117,13,0,"both",0,0
7009,1775,254,1,1345.047,"Unnamed",,"","","","",0,0.0117,7,0,"surface",0,0
6708,1670,234,1,16057.813,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
34184,8475,1479,1,24641.49,"unnamed",,"","","","",0,0.6538,0,0,"",0,0
7180,1859,272,1,9718.114,"Unnamed",,"","","","",0,1.7239,0,0,"",0,0
18969,4988,627,1,18209.311,"Unnamed",,"","","","",0,0.0088,0,0,"",0,0
18423,4747,586,1,42403.523,"marine clay",,"","","","",0,0.6538,0,0,"",0,0
4650,909,115,1,4926.812,"Unnamed",,"","","","",0,0.0117,5,0,"surface",0,0
19139,5054,638,1,8706.358,"Unnamed",,"","","","",0,0.0088,0,0,"",0,0
17999,4643,568,1,944.438,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
3272,672,87,1,10282.759,"Unnamed",,"","","","",0,0.0117,15,0,"surface",0,0
9907,2505,349,1,9362.775,"Unnamed",,"","","","",0,0.0117,20,0,"",0,0
17672,4584,551,1,723.187,"Unnamed",,"","","","",0,0.0117,10,0,"surface",0,0
18609,4821,599,1,12602.958,"alluvium",,"","","","",0,0.6538,0,0,"",0,0
4311,830,107,1,24147.314,"Unnamed",,"","","","",0,0.5896,10,0,"both",0,0
11475,3091,431,1,25142.66,"Unnamed",,"","","","",0,0.1284,0,0,"surface",0,0
6740,1685,238,1,2018.837,"Unnamed",,"","","","",0,0.0117,30,0,"surface",0,0
4489,846,108,1,24896.395,"Unnamed",,"","","","",0,0.0117,10,0,"surface",0,0
8623,2162,317,1,46643.25,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
10106,2565,361,1,5519.301,"Unnamed",,"","","","",0,0.0117,20,1,"",0,0
9144,2312,333,1,18458.613,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
34728,8656,1499,1,3431.47,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
8687,2182,322,1,111482.031,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
18987,4995,629,1,7193.766,"Unnamed",,"","","","",0,0.0088,0,0,"",0,0
3128,632,84,1,44069.27,"Unnamed",,"","","","",0,0.0117,15,0,"surface",0,0
2849,520,77,1,26870.678,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
12449,3325,442,1,16966.873,"Unnamed",,"","","","",0,0.2257,0,0,"surface",0,0
33188,7742,1433,1,48344.598,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
17783,4621,561,1,4476.065,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
18966,4987,626,1,9598.241,"Unnamed",,"","","","",0,0.0088,0,0,"",0,0
18716,4876,608,1,77352.156,"Unnamed",,"","","","",0,0.0088,0,0,"",0,0
11704,3165,438,1,14293.066,"Martinsville Fm",1237,"","Martinsville","","",0,0.3327,10,0,"both",0,0
7378,1943,286,1,20500.816,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
5056,1157,140,1,4993.245,"Unnamed",,"","","","",0,0.0117,40,0,"surface",0,0
2045,318,57,1,29008.318,"Undifferentiated",,"","","","",0,4.0333,0,0,"",0,0
19050,5026,632,1,18433.596,"Unnamed",,"","","","",0,0.0088,0,0,"",0,0
7032,1782,257,1,3801.517,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
33715,8244,1456,1,24512.568,"unnamed",,"","","","",0,0.0029,0,0,"",0,0
18135,4657,572,1,8980.649,"Unnamed",,"","","","",0,0.0117,60,15,"both",0,0
38060,9815,1650,1,25745.6,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
18982,4992,628,1,11673.142,"Unnamed",,"","","","",0,0.0088,0,0,"",0,0
5466,1289,164,1,22138.191,"Unnamed",,"","","","",0,0.0117,11,0,"surface",0,0
17780,4620,560,1,3008.739,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
4163,808,105,1,31312.369,"Residual Soil",,"","","","",0,0.0117,6,0,"surface",0,0
22848,6417,816,1,80906.789,"alluvium",,"","","","",0,0.0088,0,0,"",0,0
18884,4955,621,1,16826.188,"Unnamed",,"","","","",0,0.0088,0,0,"",0,0
18087,4654,575,1,12067.071,"Unnamed",,"","","","",0,0.0117,0,0,"both",0,0
3859,761,99,1,31959.861,"Unnamed",,"","","","",0,0.0117,20,0,"surface",0,0
1084,144,33,1,8337.878,"Unnamed",,"","","","",0,0.0117,15,0,"surface",0,0
2975,571,79,1,12598.981,"Unnamed",,"","","","",0,0.0117,15,0,"surface",0,0
6745,1690,243,1,1540.42,"Unnamed",,"","","","",0,2.58,0,0,"surface",0,0
4521,853,110,1,35317.102,"Residual Soil",,"","","","",0,0.0117,10,0,"surface",0,0
11198,3026,320,1,14906.156,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
7020,1778,255,1,3748.47,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
6739,1684,237,1,5773.777,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
33663,8220,1454,1,14274.284,"Miles Canyon",5578,"","Miles Canyon","","",0,0.6538,30,30,"",0,0
10087,2558,360,1,7527.741,"Unnamed",,"","","","",0,0.0117,20,1,"",0,0
18060,4646,570,1,1310.188,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
5235,1232,98,1,14144.503,"Surficial Deposits",,"","","","",0,0.0117,0,0,"",0,0
1080,143,31,1,27548.84,"Unnamed",,"","","","",0,0.0117,10,0,"surface",0,0
4676,918,116,1,6085.936,"Unnamed",,"","","","",0,0.0117,5,0,"surface",0,0
10032,2535,356,1,2894.763,"Unnamed",,"","","","",0,0.0117,20,1,"",0,0
37040,9497,1621,1,23038.117,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
6417,1553,209,1,3263.945,"Unnamed",,"","","","",0,0.0088,0,0,"surface",0,0
9719,2443,344,1,30736.227,"Oahe Fm",1446,"","Oahe","","",0,0.0117,5,0,"both",0,0
13856,3683,464,1,27369.797,"Unnamed",,"","","","",0,2.58,100,0,"surface",0,0
17292,4429,537,1,15758.671,"Unnamed",,"","","","",0,0.6538,0,0,"both",0,0
12362,3299,441,1,13055.024,"Unnamed",,"","","","",0,0.2257,0,0,"surface",0,0
38158,9863,1655,1,13872.08,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
4785,1002,122,1,6514.512,"Undifferentiated",,"","","","",0,2.58,10,0,"subsurface",0,0
33753,8266,1458,1,23856.027,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
7289,1911,280,1,9314.606,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
37749,9703,1640,1,14987.971,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
37335,9560,1627,1,78237.617,"unnamed",,"","","","",0,0.0117,0,0,"",0,0
6302,1516,202,1,8363.995,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
14473,3839,477,1,11327.024,"Unnamed",,"","","","",0,0.0117,100,0,"surface",0,0
18534,4784,592,1,3862.814,"Unnamed",,"","","","",0,0.0088,0,0,"",0,0
6738,1683,236,1,12799.378,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
33977,8385,1470,1,31190.615,"unnamed",,"","","","",0,0.6538,0,0,"",0,0
18448,4756,588,1,30126.615,"alluvium",,"","","","",0,0.0088,0,0,"",0,0
16190,4265,517,1,79418.891,"Unnamed",,"","","","",0,0.0117,10,0,"surface",0,0
7415,1957,289,1,30788.986,"Unnamed",,"","","","",0,0.0117,0,0,"surface",0,0
18696,4863,607,1,21132.035,"alluvium",,"","","","",0,0.0117,0,0,"",0,0
7092,1812,264,1,5638.243,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
33875,8327,1465,1,10086.334,"unnamed",,"","","","",0,0.6538,0,0,"",0,0
33545,8145,1445,1,7531.344,"unnamed",,"","","","",0,0.0088,0,0,"",0,0
5464,1288,163,1,20869.578,"Unnamed",,"","","","",0,0.0117,11,0,"surface",0,0
22838,6410,820,1,4865.601,"Alluvium",,"","","","",0,0.0088,0,0,"",0,0
17733,4605,557,1,4782.791,"Unnamed",,"","","","",0,0.0117,15,0,"surface",0,0
18638,4838,577,1,151562.266,"Unnamed",,"","","","",0,0.0029,0,0,"",0,0
22601,6295,806,1,30348.93,"Unnamed",,"","","","",0,0.0088,0,0,"",0,0
17695,4589,552,1,1117.095,"Unnamed",,"","","","",0,0.0117,10,0,"surface",0,0
9027,2279,331,1,27302.18,"Unnamed",,"","","","",0,2.835,0,0,"",0,0
17027,4349,529,1,34981.258,"Unnamed",,"","","","",0,0.0059,5,0,"",0,0
11019,2942,410,1,22192.277,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
7494,1975,295,1,24178.461,"Unnamed",,"","","","",0,0.0117,0,0,"",0,0
18776,4899,614,1,8329.352,"alluvium",,"","","","",0,0.0029,0,0,"",0,0
4713,944,118,1,4235.745,"Unnamed",,"","","","",0,0.0117,5,0,"surface",0,0
1875,283,53,1,12271.125,"Unnamed",,"","","","",0,0.0117,30,0,"surface",0,0
3508,706,91,1,16719.768,"Residual Soil",,"","","","",0,0.0117,3,0,"surface",0,0
6590,1615,229,1,6949.88,"Unnamed",,"","","","",0,1.7239,0,0,"",0,0
34133,8445,1476,1,24527.201,"unnamed",,"","","","",0,0.6538,0,0,"",0,0
